"filename", "language", "XML", "C++", "JSON", "CMake", "Log", "CMake Cache", "Makefile", "Ini", "TypeScript", "YAML", "CSS", "HTML", "JavaScript", "comment", "blank", "total"
"/Users/wangrundong/Documents/Projects/QtQQ/QtQQ_Server/build/Qt_6_6_3-Debug/QtQQ_Server_autogen/mocs_compilation.cpp", "C++", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 5
"/Users/wangrundong/Documents/Projects/QtQQ/QtQQ_Server/build/Qt_6_6_3-Debug/Testing/Temporary/LastTest.log", "Log", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/wangrundong/Documents/Projects/QtQQ/QtQQ_Server/build/Qt_6_6_3-Debug/cmake_install.cmake", "CMake", 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 69
"/Users/wangrundong/Documents/Projects/QtQQ/QtQQ_Server/build/Qt_6_6_3-Debug/qtcsettings.cmake", "CMake", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3
"/Users/wangrundong/Documents/Projects/QtQQ/QtQQ_Server/main.cpp", "C++", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12
"/Users/wangrundong/Documents/Projects/QtQQ/QtQQ_Server/qtqqserver.cpp", "C++", 0, 299, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 70, 382
"/Users/wangrundong/Documents/Projects/QtQQ/QtQQ_Server/qtqqserver.h", "C++", 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 63
"/Users/wangrundong/Documents/Projects/QtQQ/QtQQ_Server/qtqqserver.ui", "XML", 396, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 397
"/Users/wangrundong/Documents/Projects/QtQQ/QtQQ_Server/resources.qrc", "XML", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/Users/wangrundong/Documents/Projects/QtQQ/QtQQ_Server/tcpserver.cpp", "C++", 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18, 81
"/Users/wangrundong/Documents/Projects/QtQQ/QtQQ_Server/tcpserver.h", "C++", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 34
"/Users/wangrundong/Documents/Projects/QtQQ/QtQQ_Server/tcpsocket.cpp", "C++", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 32
"/Users/wangrundong/Documents/Projects/QtQQ/QtQQ_Server/tcpsocket.h", "C++", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 33
"/Users/wangrundong/Documents/Projects/QtQQ/Resources/MainWindow/MsgHtml/jquery-3.3.1.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 3
"/Users/wangrundong/Documents/Projects/QtQQ/Resources/MainWindow/MsgHtml/msgTmpl.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 1, 16
"/Users/wangrundong/Documents/Projects/QtQQ/Resources/MainWindow/MsgHtml/msgleftTmpl.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 5
"/Users/wangrundong/Documents/Projects/QtQQ/Resources/MainWindow/MsgHtml/msgrightTmpl.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 5
"/Users/wangrundong/Documents/Projects/QtQQ/Resources/MainWindow/MsgHtml/msgtmpl.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 0, 8, 81
"/Users/wangrundong/Documents/Projects/QtQQ/Resources/MainWindow/MsgHtml/qwebchannel.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 309, 78, 44, 431
"/Users/wangrundong/Documents/Projects/QtQQ/Resources/MainWindow/MsgHtml/ui.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 0, 0, 0, 12, 96
"/Users/wangrundong/Documents/Projects/QtQQ/Resources/QSS/CCMainWindow.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 229, 0, 0, 0, 44, 273
"/Users/wangrundong/Documents/Projects/QtQQ/Resources/QSS/EmotionWindow.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 11, 66
"/Users/wangrundong/Documents/Projects/QtQQ/Resources/QSS/Menu.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 3, 30
"/Users/wangrundong/Documents/Projects/QtQQ/Resources/QSS/ReceiveFile.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 5, 29
"/Users/wangrundong/Documents/Projects/QtQQ/Resources/QSS/SendFile.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 7, 45
"/Users/wangrundong/Documents/Projects/QtQQ/Resources/QSS/SkinWindow.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 4, 34
"/Users/wangrundong/Documents/Projects/QtQQ/Resources/QSS/TalkWindow.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 475, 0, 0, 0, 60, 535
"/Users/wangrundong/Documents/Projects/QtQQ/Resources/QSS/Title.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 4, 11, 66
"/Users/wangrundong/Documents/Projects/QtQQ/Resources/QSS/UserLogin.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 14, 80
"/Users/wangrundong/Documents/Projects/QtQQ/basicwindow.cpp", "C++", 0, 157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 38, 206
"/Users/wangrundong/Documents/Projects/QtQQ/basicwindow.h", "C++", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 14, 61
"/Users/wangrundong/Documents/Projects/QtQQ/build/Qt_6_6_3-Debug/.cmake/api/v1/reply.prev/cache-v2-db5422da830b468ff094.json", "JSON", 0, 0, 7583, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7584
"/Users/wangrundong/Documents/Projects/QtQQ/build/Qt_6_6_3-Debug/.cmake/api/v1/reply.prev/cmakeFiles-v1-fbb7a6f4bb3976975c84.json", "JSON", 0, 0, 4918, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4919
"/Users/wangrundong/Documents/Projects/QtQQ/build/Qt_6_6_3-Debug/.cmake/api/v1/reply.prev/codemodel-v2-66e90c1a8e89e22d79c5.json", "JSON", 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 89
